Source,Target,Label,Weight,Type
A.M. Homes,Christopher Bollen,,1,Directed
A.M. Homes,Elissa Schappell,,1,Directed
A.M. Homes,Elliott Holt,,1,Directed
A.M. Homes,Heidi Julavits,,1,Directed
A.M. Homes,Helen Schulman,,1,Directed
A.M. Homes,Hilma Wolitzer,,1,Directed
A.M. Homes,Jennifer Gilmore,,1,Directed
A.M. Homes,John Haskell,,1,Directed
A.M. Homes,Jonathan Ames,,1,Directed
A.M. Homes,Madison Smartt Bell,,1,Directed
A.M. Homes,Miranda July,,1,Directed
A.M. Homes,Neel Mukherjee,,1,Directed
A.M. Homes,Nicole Krauss,,1,Directed
A.M. Homes,Rick Moody,,1,Directed
A.M. Homes,Sheila Kohler,,1,Directed
A.M. Homes,Shirley Jackson,,1,Directed
A.M. Homes,Tom Spanbauer,,1,Directed
A.R. Ammons,Dan McCall,,1,Directed
A.R. Ammons,Frank Manley,,1,Directed
A.R. Ammons,Mark Merlis,,1,Directed
A.S. Byatt,A.L. Kennedy,,1,Directed
A.S. Byatt,David Mitchell,,1,Directed
A.S. Byatt,Grace Paley,,1,Directed
A.S. Byatt,Louis de Bernieres,,1,Directed
A.S. Byatt,Michelle de Kretser,,1,Directed
A.S. Byatt,Nadeem Aslam,,1,Directed
A.S. Byatt,Penelope Fitzgerald,,1,Directed
A.S. Byatt,Tim Pears,,1,Directed
A.S. Byatt,William Styron,,1,Directed
A'Lelia Bundles,Jewell Parker Rhodes,,1,Directed
Aaron Dietz,Ben Loory,,1,Directed
Aaron Elkins,Diana O'Hehir,,1,Directed
Aaron Gwyn,David Abrams,,1,Directed
Aaron Gwyn,Gregory Sherl,,1,Directed
Aaron Hamburger,Ellis Avery,,1,Directed
Aaron Hamburger,Erik Barmack,,1,Directed
Aaron Hamburger,Vestal McIntyre,,1,Directed
Aaron Kunin,Bennett Sims,,1,Directed
Aaron Roy Even,Alexander Parsons,,1,Directed
Abby Frucht,Caroline Leavitt,,1,Directed
Abby Frucht,Elizabeth Crane,,1,Directed
Abby Frucht,Lindsay Ahl,,1,Directed
Abby Geni,Kim Brooks,,1,Directed
Abraham Verghese,Adam Johnson,,1,Directed
Abraham Verghese,Ann Packer,,1,Directed
Abraham Verghese,Benjamin Alire Saenz,,1,Directed
Abraham Verghese,Chitra Divakaruni,,1,Directed
Abraham Verghese,Elizabeth McKenzie,,1,Directed
Abraham Verghese,John Burnham Schwartz,,1,Directed
Abraham Verghese,Molly Antopol,,1,Directed
Abraham Verghese,Sandip Roy,,1,Directed
Abraham Verghese,Tom Grimes,,1,Directed
Ace Atkins,Bryan Gruley,,1,Directed
Ace Atkins,Chris Offutt,,1,Directed
Ace Atkins,Jeff Johnson,,1,Directed
Achy Obejas,David Unger,,1,Directed
Achy Obejas,Kalisha Buckhanon,,1,Directed
Achy Obejas,Soledad Santiago,,1,Directed
Adam Braver,Ted Morrissey,,1,Directed
Adam Christopher,Lauren Beukes,,1,Directed
Adam Clayton Powell,Edwin Corley,,1,Directed
Adam Davies,Constance Squires,,1,Directed
Adam Foulds,Sjon,,1,Directed
Adam Gopnik,Patricia Marx,,1,Directed
Adam Haslett,Amity Gaige,,1,Directed
Adam Haslett,Andrew Sean Greer,,1,Directed
Adam Haslett,Cara Hoffman,,1,Directed
Adam Haslett,Daniel Orozco,,1,Directed
Adam Haslett,Jim Gavin,,1,Directed
Adam Haslett,Lan Samantha Chang,,1,Directed
Adam Haslett,Nam Le,,1,Directed
Adam Haslett,Richard McCann,,1,Directed
Adam Haslett,Salvatore Scibona,,1,Directed
Adam Haslett,Vestal McIntyre,,1,Directed
Adam Johnson,Akhil Sharma,,1,Directed
Adam Johnson,Anthony Marra,,1,Directed
Adam Johnson,David Mitchell,,1,Directed
Adam Johnson,Doug Dorst,,1,Directed
Adam Johnson,Edward Schwarzschild,,1,Directed
Adam Johnson,Eric Puchner,,1,Directed
Adam Johnson,Josh Goldfaden,,1,Directed
Adam Johnson,Karan Mahajan,,1,Directed
Adam Johnson,Krys Lee,,1,Directed
Adam Johnson,Maria Hummel,,1,Directed
Adam Johnson,Molly Antopol,,1,Directed
Adam Johnson,Nic Pizzolatto,,1,Directed
Adam Johnson,Nick Dybek,,1,Directed
Adam Johnson,Skip Horack,,1,Directed
Adam Kennedy,Ro Doliner,,1,Directed
Adam Langer,Chieh Chieng,,1,Directed
Adam Langer,Jonathan Evison,,1,Directed
Adam Levin,Christopher Boucher,,1,Directed
Adam Levin,Colin Winnette,,1,Directed
Adam Mansbach,Daniel Alarcon,,1,Directed
Adam Mansbach,Paul Beatty,,1,Directed
Adam Mansbach,Sean Keith Henry,,1,Directed
Adam Mars-Jones,Carola Dibbell,,1,Directed
Adam Nevill,Laird Barron,,1,Directed
Adam Nicholson,Ted Morrissey,,1,Directed
Adam Rex,Lydia Millet,,1,Directed
Adam Ross,David Gates,,1,Directed
Adam Ross,Gillian Flynn,,1,Directed
Adam Ross,Joshua Cohen,,1,Directed
Adam Sternbaugh,Adam Christopher,,1,Directed
Adam Thirlwell,Alejandro Zambra,,1,Directed
Adam Wilson,Juliet Escoria,,1,Directed
Adam Wilson,Paula Bomer,,1,Directed
Adam Wilson,Rachel B. Glaser,,1,Directed
Addison Gayle,John A. Williams,,1,Directed
Adele Getty,Mary Pjerrou,,1,Directed
Adele Parks,David Nicholls,,1,Directed
Adelle Waldman,Karan Mahajan,,1,Directed
Adriana Trigiani,Ann Hood,,1,Directed
Adriana Trigiani,Anton DiSclafani,,1,Directed
Adriana Trigiani,Daniel Black,,1,Directed
Adriana Trigiani,Dorothea Benton Frank,,1,Directed
Adriana Trigiani,Elisabeth Robinson,,1,Directed
Adriana Trigiani,Hilma Wolitzer,,1,Directed
Adriana Trigiani,Jill A. Davis,,1,Directed
Adriana Trigiani,John Searles,,1,Directed
Adriana Trigiani,Joshilyn Jackson,,1,Directed
Adriana Trigiani,Judy Blundell,,1,Directed
Adriana Trigiani,Kathryn Stockett,,1,Directed
Adriana Trigiani,Kristin Hannah,,1,Directed
Adriana Trigiani,Lauren Baratz-Logsted,,1,Directed
Adriana Trigiani,Lee Smith,,1,Directed
Adriana Trigiani,Lisa Lutz,,1,Directed
Adriana Trigiani,Rilla Askew,,1,Directed
Adriana Trigiani,Silas House,,1,Directed
Adriana Trigiani,Vanessa Diffenbaugh,,1,Directed
Adrienne Celt,Esme Weijun Wang,,1,Directed
Adrienne Kennedy,Randall Kenan,,1,Directed
Adrienne Miller,Nicholas Montemarano,,1,Directed
Adrienne Rich,Arturo Islas,,1,Directed
Adrienne Rich,Marge Piercy,,1,Directed
Aharon Appelfeld,Thane Rosenbaum,,1,Directed
Aidan Mathews,Anne Enright,,1,Directed
Aimee Bender,Adrienne Sharp,,1,Directed
Aimee Bender,Amy Bonnaffons,The Wrong Heaven,1,Directed
Aimee Bender,Andrew Winer,,1,Directed
Aimee Bender,Ben Loory,,1,Directed
Aimee Bender,Ben Marcus,,1,Directed
Aimee Bender,Bonnie Nadzam,,1,Directed
Aimee Bender,Brando Skyhorse,,1,Directed
Aimee Bender,Bryan Hurt,,1,Directed
Aimee Bender,Chris Abani,,1,Directed
Aimee Bender,Colin Winnette,,1,Directed
Aimee Bender,Dana Johnson,,1,Directed
Aimee Bender,David Francis,,1,Directed
Aimee Bender,Deb Olin Unferth,,1,Directed
Aimee Bender,Elissa Schappell,,1,Directed
Aimee Bender,Elizabeth Kadetsky,,1,Directed
Aimee Bender,Erin Morgenstern,,1,Directed
Aimee Bender,Glen David Gold,,1,Directed
Aimee Bender,Jeff Parker,,1,Directed
Aimee Bender,Jim Krusoe,,1,Directed
Aimee Bender,Julianna Baggott,,1,Directed
Aimee Bender,Karen Thompson Walker,,1,Directed
Aimee Bender,Lesley Nneka Arimah,,1,Directed
Aimee Bender,Lisa Locascio,Open Me,1,Directed
Aimee Bender,Maile Meloy,,1,Directed
Aimee Bender,Marci Vogel,,1,Directed
Aimee Bender,Maryl Jo Fox,,1,Directed
Aimee Bender,Michelle Latiolais,,1,Directed
Aimee Bender,Mona Awad,,1,Directed
Aimee Bender,Myla Goldberg,,1,Directed
Aimee Bender,Nelly Reifler,,1,Directed
Aimee Bender,Nick Bredie,,1,Directed
Aimee Bender,Ramona Ausubel,,1,Directed
Aimee Bender,Tim Wirkus,,1,Directed
Aimee Bender,Venita Blackburn,,1,Directed
Aimee Bender,Yoko Ogawa,,1,Directed
Aimee Liu,Corrina Wycoff,,1,Directed
Aimee Liu,David Rocklin,,1,Directed
Aimee Liu,Geling Yan,,1,Directed
Aimee Liu,Pam Chun,,1,Directed
Aimee Liu,Ryan Boudinot,,1,Directed
Aimee Parkison,Lance Olsen,,1,Directed
Aimee Phan,Chieh Chieng,,1,Directed
Akhil Sharma,Carys Davies,,1,Directed
Akhil Sharma,David Gilbert,,1,Directed
Akhil Sharma,Gabe Hudson,,1,Directed
Akhil Sharma,Naeem Murr,,1,Directed
Akhil Sharma,Stefan Merrill Block,,1,Directed
Akhil Sharma,Tom Barbash,,1,Directed
Akosua Busia,Bernice L. McFadden,,1,Directed
Al Young,Barry Gifford,,1,Directed
Al Young,Reginald Gibbons,,1,Directed
Al Young,Speer Morgan,,1,Directed
Al Young,Stewart David Ikeda,,1,Directed
Alafair Burke,Lori Roy,,1,Directed
Alafair Burke,Robert Ward,,1,Directed
Alafair Burke,Rosamund Lupton,,1,Directed
Alain de Botton,Ali Smith,,1,Directed
Alain de Botton,Amanda Filipacchi,,1,Directed
Alain Robbe-Grillet,Kathy Acker,,1,Directed
Alan Brown,Laurie Foos,,1,Directed
Alan Cheuse,H.L. Humes,,1,Directed
Alan Cheuse,John Domini,,1,Directed
Alan Cheuse,Josephine Carson,,1,Directed
Alan Cheuse,Josephine Humphreys,,1,Directed
Alan Cheuse,Michael Mewshaw,,1,Directed
Alan Cheuse,Molly Giles,,1,Directed
Alan Cheuse,Sophia Healey,,1,Directed
Alan Cumming,David Nicholls,,1,Directed
Alan Furst,Charles McCarry,,1,Directed
Alan Furst,Christopher Bollen,,1,Directed
Alan Furst,John Banville,,1,Directed
Alan Furst,Scott Turow,,1,Directed
Alan Furst,William Boyd,,1,Directed
Alan Harrington,Herbert Gold,,1,Directed
Alan Harrington,Stanley Elkin,,1,Directed
Alan Heathcock,Arna Bontemps Hemenway,,1,Directed
Alan Heathcock,Peter Stenson,,1,Directed
Alan Heathcock,Scott O'Connor,,1,Directed
Alan Jenkins,Emma Tennant,,1,Directed
Alan Jolis,Paul West,,1,Directed
Alan King,Peter McCabe,,1,Directed
Alan Lelchuk,Richard Perez,,1,Directed
Alan Lightman,Charles Baxter,,1,Directed
Alan Moore,Robert Coover,,1,Directed
Alan Schwarz,Kevin King,,1,Directed
Alan Sillitoe,George Steiner,,1,Directed
Alan Sillitoe,Josef Skvorecky,,1,Directed
Alan Singer,William Van Wert,,1,Directed
Alastair Macdonald,Paul West,,1,Directed
Alastair Reynolds,M. John Harrison,,1,Directed
Albert Guerard,Herbert Gold,,1,Directed
Albert Guerard,John Hawkes,,1,Directed
Albert Guerard,L.S. Simckes,,1,Directed
Albert Guerard,Mark Schorer,,1,Directed
Albert Guerard,Nahid Rachlin,,1,Directed
Albert Guerard,Nicholas Delbanco,,1,Directed
Alberto Manguel,Patricio Pron,,1,Directed
Alberto Manguel,Sjon,,1,Directed
Alberto Manguel,Yann Martel,,1,Directed
Alberto Moravia,Vladimir Nabokov,,1,Directed
Alberto Rios,S.D. Navarro,,1,Directed
Alden Whitman,Alexander Theroux,,1,Directed
Aldous Huxley,Charles Neider,,1,Directed
Aldous Huxley,Frederic Morton,,1,Directed
Alec Baldwin,A.E. Hotchner,,1,Directed
Alec Guinness,Robert Nye,,1,Directed
Alejandro Zambra,Samanta Schweblin,,1,Directed
Alejandro Zambra,Valeria Luiselli,,1,Directed
Aleksandar Hemon,Bernard Malamud,(I),1,Directed
Aleksandar Hemon,Colum McCann,,1,Directed
Aleksandar Hemon,Danilo Kis,,1,Directed
Aleksandar Hemon,David Bezmozgis,,1,Directed
Aleksandar Hemon,Etgar Keret,,1,Directed
Aleksandar Hemon,Gary Shteyngart,,1,Directed
Aleksandar Hemon,Rabih Alameddine,,1,Directed
Aleksandar Hemon,Vendela Vida,,1,Directed
Aleksandar Hemon,Yelena Akhtiorskaya,,1,Directed
Alev Lytle Croutier,Alison Anderson,,1,Directed
Alex Comfort,Alan Harrington,,1,Directed
Alex Espinoza,Leslie Larson,,1,Directed
Alex Espinoza,Lorraine Lopez,,1,Directed
Alex Gilvarry,Dan Sheehan,Restless Souls,1,Directed
Alex Gilvarry,Gina Apostol,,1,Directed
Alex Haley,Sue Harrison,,1,Directed
Alex Kava,Erica Spindler,,1,Directed
Alex Marwood,Paul Burston,,1,Directed
Alex Shakar,Colin McAdam,,1,Directed
Alex Shakar,Corrina Wycoff,,1,Directed
Alex Shakar,Cris Mazza,,1,Directed
Alex Shakar,Lily James,,1,Directed
Alexander Chee,Aimee Phan,,1,Directed
Alexander Chee,Brian Leung,,1,Directed
Alexander Chee,Caleb Crain,,1,Directed
Alexander Chee,Cara Hoffman,,1,Directed
Alexander Chee,Carmen Maria Machado,Her Body and Other Parties,1,Directed
Alexander Chee,Catherine Chung,,1,Directed
Alexander Chee,Chris Offutt,,1,Directed
Alexander Chee,Ellis Avery,,1,Directed
Alexander Chee,Idra Novey,,1,Directed
Alexander Chee,Jami Attenberg,,1,Directed
Alexander Chee,Justin Taylor,,1,Directed
Alexander Chee,Mattilda Bernstein Sycamore,Sketchtasy,1,Directed
Alexander Chee,Porochista Khakpour,,1,Directed
Alexander Chee,Rowan Hisayo Buchanan,,1,Directed
Alexander Chee,Sean Gandert,,1,Directed
Alexander Chee,Shani Boianjiu,,1,Directed
Alexander Chee,Shauna Seliy,,1,Directed
Alexander Chee,Stuart Nadler,,1,Directed
Alexander Chee,T Cooper,,1,Directed
Alexander Chee,Tim Murphy,,1,Directed
Alexander Chee,Wendy Lee,,1,Directed
Alexander King,Stanley Elkin,,1,Directed
Alexander Parsons,John J. McLaughlin,,1,Directed
Alexander Parsons,Tim Horvath,,1,Directed
Alexander Theroux,Joanna Scott,,1,Directed
Alexander Theroux,Lauren Fairbanks,,1,Directed
Alexander Theroux,Trey Ellis,,1,Directed
Alexandra Fuller,Chigozie Obioma,,1,Directed
Alexandra Fuller,Lisa Fugard,,1,Directed
Alexandra Fuller,Marisa Silver,,1,Directed
Alexandra Fuller,Peter Orner,,1,Directed
Alexandra Kleeman,Anna Noyes,"Goodnight, Beautiful Women",1,Directed
Alexandra Kleeman,Carmen Maria Machado,Her Body and Other Parties,1,Directed
Alexandra Kleeman,Christine Angot,,1,Directed
Alexandra Kleeman,Dan Sheehan,Restless Souls,1,Directed
Alexandra Kleeman,Eleanor Kriseman,The Blurry Years,1,Directed
Alexandra Kleeman,Hannah Lillith Assadi ,,1,Directed
Alexandra Kleeman,Hermione Hoby,,1,Directed
Alexandra Kleeman,Kanishk Tharoor,,1,Directed
Alexandra Kleeman,Kate Greathead,,1,Directed
Alexandra Kleeman,Lexi Freiman,Inappropriation,1,Directed
Alexandra Kleeman,Rachel Khong,,1,Directed
Alexandra Kleeman,Ryan Ruby,,1,Directed
Alexandra Kleeman,Tony Tulathimutte,,1,Directed
Alexandra Kleeman,Zinzi Clemmons,,1,Directed
Alexi Zentner,Ann Weisgarber,,1,Directed
Alexis M. Smith,Robin MacArthur,,1,Directed
Alexs Pate,John A. Williams,,1,Directed
Alfred Coppel,James Broom Lynne,,1,Directed
Alfred Corn,Kathleen Hill,,1,Directed
Alfred Kazin,Kaye Gibbons,,1,Directed
Alfred Kazin,Lore Segal,,1,Directed
Alfredo Vea Jr.,Helena Viramontes,,1,Directed
Algis Budrys,George R.R. Martin,,1,Directed
Ali Land,Araminta Hall,,1,Directed
Ali Land,Gabriel Tallent,,1,Directed
Ali Smith,Douglas Coupland,,1,Directed
Ali Smith,Helen Oyeyemi,,1,Directed
Ali Smith,Katherine Mansfield,,1,Directed
Ali Smith,Nicole Krauss,,1,Directed
Ali Smith,Paul Murray,,1,Directed
Ali Smith,Sara Taylor,,1,Directed
Ali Smith,Shelley Jackson,,1,Directed
Alice Adams,Amy Bloom,,1,Directed
Alice Adams,Anne Lamott,,1,Directed
Alice Adams,Anne Tyler,,1,Directed
Alice Adams,Blair Fuller,,1,Directed
Alice Adams,Carolyn See,,1,Directed
Alice Adams,Diane Johnson,,1,Directed
Alice Adams,Francine Prose,,1,Directed
Alice Adams,Helen Norris,,1,Directed
Alice Adams,James McCourt,,1,Directed
Alice Adams,Jonis Agee,,1,Directed
Alice Adams,Joyce Carol Oates,,1,Directed
Alice Adams,Judith Freeman,,1,Directed
Alice Adams,Laura Furman,,1,Directed
Alice Adams,Lawrence Thornton,,1,Directed
Alice Adams,Lynne Sharon Schwartz,,1,Directed
Alice Adams,Mary Gaitskill,,1,Directed
Alice Adams,Mary Gordon,,1,Directed
Alice Adams,Michelle Huneven,,1,Directed
Alice Adams,Richard Bausch,,1,Directed
Alice Adams,Robin Beeman,,1,Directed
Alice Adams,Rosellen Brown,,1,Directed
Alice Adams,Susan Minot,Monkeys,1,Directed
Alice Adams,Terence Clarke,,1,Directed
Alice Childress,Dori Sanders,,1,Directed
Alice Elliott Dark,Dina Nayeri,,1,Directed
Alice Elliott Dark,Kevin Catalano,,1,Directed
Alice Elliott Dark,Stacey D'Erasmo,,1,Directed
Alice Fogel,Abby Frucht & Laurie Alberts,,1,Directed
Alice Fulton,Lily King,,1,Directed
Alice Hoffman,Alexandra Marshall,,1,Directed
Alice Hoffman,Amy Bloom,,1,Directed
Alice Hoffman,Amy Tan,,1,Directed
Alice Hoffman,Barbara Kingsolver,,1,Directed
Alice Hoffman,Charles de Lint,,1,Directed
Alice Hoffman,Chris Bohjalian,,1,Directed
Alice Hoffman,Elaine Ford,,1,Directed
Alice Hoffman,Luanne Rice,,1,Directed
Alice Hoffman,Perri Klass,,1,Directed
Alice Hoffman,Susan Power,,1,Directed
Alice K. Turner,Thomas M. Disch,,1,Directed
Alice Mattison,Rebecca Chace,,1,Directed
Alice McDermott,Ann Patchett,,1,Directed
Alice McDermott,John Yount,,1,Directed
Alice McDermott,Joseph Freda,,1,Directed
Alice McDermott,Kermit Moyer,,1,Directed
Alice McDermott,Lily Tuck,,1,Directed
Alice McDermott,Porochista Khakpour,,1,Directed
Alice McDermott,Stewart O'Nan,,1,Directed
Alice McDermott,Tony Earley,,1,Directed
Alice McDermott,Ursula Hegi,,1,Directed
Alice Munro,Amy Hempel,,1,Directed
Alice Munro,Carol Shields,,1,Directed
Alice Munro,Charles Baxter,,1,Directed
Alice Munro,Clark Blaise,,1,Directed
Alice Munro,Cynthia Ozick,,1,Directed
Alice Munro,Deborah Eisenberg,,1,Directed
Alice Munro,Deirdre McNamer,,1,Directed
Alice Munro,Elizabeth Strout,,1,Directed
Alice Munro,Irini Spanidou,,1,Directed
Alice Munro,Isabel Huggan,,1,Directed
Alice Munro,Joan Barfoot,,1,Directed
Alice Munro,Madeleine Thien,,1,Directed
Alice Munro,Mary Gaitskill,,1,Directed
Alice Munro,Mary Swan,,1,Directed
Alice Munro,Mona Simpson,,1,Directed
Alice Munro,Norman Rush,,1,Directed
Alice Munro,Phillip Lopate,,1,Directed
Alice Munro,Roxana Robinson,,1,Directed
Alice Munro,Susan Minot,Monkeys,1,Directed
Alice Pung,Madeleine Thien,,1,Directed
Alice Randall,Mat Johnson,,1,Directed
Alice Sebold,Aimee Bender,,1,Directed
Alice Sebold,Benjamin Weissman,,1,Directed
Alice Sebold,Bret Anthony Johnston,,1,Directed
Alice Sebold,Brian Morton,,1,Directed
Alice Sebold,Colm Toibin,,1,Directed
Alice Sebold,Edward St. Aubyn,,1,Directed
Alice Sebold,Elizabeth McCracken,,1,Directed
Alice Sebold,Jill Ciment,,1,Directed
Alice Sebold,Karen Joy Fowler,,1,Directed
Alice Sebold,Kelly Link,,1,Directed
Alice Sebold,Kevin Powers,,1,Directed
Alice Sebold,Michelle Latiolais,,1,Directed
Alice Sebold,Robin Black,,1,Directed
Alice Sebold,Ruth Ozeki,,1,Directed
Alice Sebold,Sigrid Nunez,,1,Directed
Alice Sebold,Wilton Barnhardt,,1,Directed
Alice Sola Kim,Gabe Hudson,,1,Directed
Alice Walker,Ama Ata Aidoo,,1,Directed
Alice Walker,Amy Tan,,1,Directed
Alice Walker,Anais Nin,,1,Directed
Alice Walker,Ann Weisgarber,,1,Directed
Alice Walker,Bessie Head,,1,Directed
Alice Walker,Daniel Black,,1,Directed
Alice Walker,Demetria Martinez,,1,Directed
Alice Walker,Doris Grumbach,,1,Directed
Alice Walker,Ernest J. Gaines,,1,Directed
Alice Walker,Fanny Howe,,1,Directed
Alice Walker,J. California Cooper,,1,Directed
Alice Walker,Keri Hulme,,1,Directed
Alice Walker,Kiana Davenport,,1,Directed
Alice Walker,Marita Golden,,1,Directed
Alice Walker,Nella Larsen,,1,Directed
Alice Walker,Rachel M. Harper,,1,Directed
Alice Walker,Sherley Anne Williams,,1,Directed
Alice Walker,Susan Fromberg Schaeffer,,1,Directed
Alice Walker,Thrity Umrigar,,1,Directed
Alice Walker,Viet Thanh Nguyen,,1,Directed
Alice Waters,Carol Field,,1,Directed
Alicia Erian,Lauren Holmes,,1,Directed
Alicia Ostriker,Valerie Trueblood,,1,Directed
Aliette de Bodard,Cassandra Khaw,,1,Directed
Aliette de Bodard,Jeannette Ng,,1,Directed
Alisa Valdes-Rodriguez,Christopher Castellani,,1,Directed
Alison Anderson,Clancy Carlile,,1,Directed
Alison Bechdel,Eileen Myles,,1,Directed
Alison Bechdel,Leslie Feinberg,,1,Directed
Alison Buckholtz,Siobhan Fallon,,1,Directed
Alison Espach,Shelly Oria,,1,Directed
Alison Leslie Gold,Jenna Blum,,1,Directed
Alison Lurie,Alice Adams,,1,Directed
Alison Lurie,Anita Desai,,1,Directed
Alison Lurie,Antonia Fraser,,1,Directed
Alison Lurie,Beth Lordan,,1,Directed
Alison Lurie,Brent Benoit,,1,Directed
Alison Lurie,Carolyn See,,1,Directed
Alison Lurie,Catherine Chung,,1,Directed
Alison Lurie,Dan McCall,,1,Directed
Alison Lurie,Diane Johnson,,1,Directed
Alison Lurie,Edward Hardy,,1,Directed
Alison Lurie,Eli Gottlieb,,1,Directed
Alison Lurie,Fanny Howe,,1,Directed
Alison Lurie,Holiday Reinhorn,,1,Directed
Alison Lurie,Jeanne Mackin,,1,Directed
Alison Lurie,Julie Schumacher,,1,Directed
Alison Lurie,Kazuo Ishiguro,,1,Directed
Alison Lurie,Kelly Cherry,,1,Directed
Alison Lurie,Lamar Herrin,,1,Directed
Alison Lurie,Lorrie Moore,,1,Directed
Alison Lurie,Lucia Nevai,,1,Directed
Alison Lurie,Mary Gordon,,1,Directed
Alison Lurie,Michael Frayn,,1,Directed
Alison Lurie,Monroe Engel,,1,Directed
Alison Lurie,Shelby Hearon,,1,Directed
Alison Lurie,Thaddeus Rutkowski,,1,Directed
Alison Lurie,William J. Cobb,,1,Directed
Alison Lurie,William Kennedy,,1,Directed
Alison MacLeod,Eliza Robertson,Demi-Gods,1,Directed
Alison McGhee,Laurie Foos,,1,Directed
Alison Smith,Allison Amend,,1,Directed
Alison Smith,Dalia Sofer,,1,Directed
Alison Smith,Kim Wright,,1,Directed
Alison Strobel,T.L. Hines,,1,Directed
Alissa Nutting,Adrienne Celt,,1,Directed
Alissa Nutting,Amelia Gray,,1,Directed
Alissa Nutting,Blake Butler,,1,Directed
Alissa Nutting,Bryan Hurt,,1,Directed
Alissa Nutting,Carmen Maria Machado,Her Body and Other Parties,1,Directed
Alissa Nutting,Colin Winnette,,1,Directed
Alissa Nutting,Dan Chaon,,1,Directed
Alissa Nutting,Eleanor Kriseman,The Blurry Years,1,Directed
Alissa Nutting,Justin Taylor,,1,Directed
Alissa Nutting,Lexi Freiman,Inappropriation,1,Directed
Alissa Nutting,Lindsay Hunter,,1,Directed
Alissa Nutting,Melissa Broder,The Pisces,1,Directed
Alissa Nutting,Paula Bomer,,1,Directed
Alissa Nutting,Shane Jones,,1,Directed
Alistair McCartney,Paul Russell,,1,Directed
Alistair Reid,Julio Cortazar,,1,Directed
Alix Kates Shulman,Angela Carter,,1,Directed
Alix Kates Shulman,Marge Piercy,,1,Directed
Alix Kates Shulman,Mimi Albert,,1,Directed
Alix Kates Shulman,Sandra Scoppettone,,1,Directed
Alix Kates Shulman,Shelby Hearon,,1,Directed
Alix Ohlin,Eleanor Kriseman,The Blurry Years,1,Directed
Alix Ohlin,Kevin Wilson,,1,Directed
Allan Folsom,Andrew Klavan,,1,Directed
Allan Folsom,David Callahan,,1,Directed
Allan Gurganus,Reynolds Price,,1,Directed
Allan Guthrie,Seth Harwood,,1,Directed
Allan Seager,William Price Fox,,1,Directed
Allegra Goodman,Isaac B. Singer,,1,Directed
Allegra Hyde,Chaya Bhuvaneswar,White Dancing Elephants,1,Directed
Allen Drury,Michael Heim,,1,Directed
Allen Drury,Robert Moss,,1,Directed
Allen Drury,Robert Stuart Nathan,,1,Directed
Allen Drury,Ruth Beebe Hill,,1,Directed
Allen Ginsberg,Hubert Selby,,1,Directed
Allen Ginsberg,Jack Kerouac,,1,Directed
Allen Ginsberg,Nicola Griffith,,1,Directed
Allen Steele,Robert J. Sawyer,,1,Directed
Allen Tate,Shohei Ooka,,1,Directed
Allen Wier,David Borofka,,1,Directed
Allen Wier,David Madden,,1,Directed
Allen Wier,Helen Norris,,1,Directed
Allen Wier,Tracy Daugherty,,1,Directed
Allen Wier,William Hoffman,,1,Directed
Allison Amend,Jessica Anya Blau,,1,Directed
Allison Brennan,Rick Mofina,,1,Directed
