Source,Target,Label,Weight,Type
Colum McCann,Laurent Binet,,1,Directed
Colum McCann,Marlon James,,1,Directed
Colum McCann,Nathan Englander,,1,Directed
Colum McCann,Nicole Krauss,,1,Directed
Colum McCann,Phil Klay,Hunter,1,Directed
Colum McCann,Richard Price,,1,Directed
Colum McCann,Russell Banks,,1,Directed
Colum McCann,Said Sayrafiezadeh,,1,Directed
Colum McCann,Stewart O'Nan,,1,Directed
Colum McCann,Tea Obreht,,1,Directed
Colum McCann,Wesley Stace,,1,Directed
Cory Doctorow,Lauren Beukes,,1,Directed
Cory Doctorow,Lev Grossman,,1,Directed
Cory Doctorow,William Gibson,,1,Directed
Craig Nova,Annie Proulx,,1,Directed
Craig Nova,Karen E. Bender,Counterpoint,1,Directed
Craig Nova,Oscar Hijuelos,,1,Directed
Cristina Garcia,Angela Flournoy,Levine,1,Directed
Cristina Garcia,Chris Abani,Levine,1,Directed
Cristina Garcia,Cristina Henriquez,,1,Directed
Cristina Garcia,Esmeralda Santiago,,1,Directed
Cristina Henriquez,Lindsay Hunter,,1,Directed
Cristina Henriquez,Tiphanie Yanique,,1,Directed
Curtis Sittenfeld,Chris Offutt,Iowa,1,Directed
Curtis Sittenfeld,Lily King,,1,Directed
Curtis Sittenfeld,Sarah Shun-lien Bynum,Iowa,1,Directed
Curtis Sittenfeld,Sigrid Nunez,,1,Directed
Curtis White,Stanley Elkin,,1,Directed
Cynthia Ozick,Barry Hannah,,1,Directed
Cynthia Ozick,Claire Messud,,1,Directed
Cynthia Ozick,Colm Toibin,,1,Directed
Cynthia Ozick,Edmund White,,1,Directed
Cynthia Ozick,Gish Jen,Jackson,1,Directed
Cynthia Ozick,Gordon Lish,,1,Directed
Cynthia Ozick,Grace Paley,,1,Directed
Cynthia Ozick,Jamaica Kincaid,,1,Directed
Cynthia Ozick,John Barth,,1,Directed
Cynthia Ozick,Jonathan Safran Foer,,1,Directed
Cynthia Ozick,Joshua Cohen,,1,Directed
Cynthia Ozick,Lore Segal,,1,Directed
Cynthia Ozick,Raymond Carver,Lish,1,Directed
Cynthia Ozick,Rosellen Brown,,1,Directed
Cynthia Ozick,Saul Bellow,,1,Directed
Cynthia Ozick,Stanley Elkin,,1,Directed
Dale Peck,David Grand,,1,Directed
Dale Peck,Jonathan Safran Foer,,1,Directed
Dale Peck,Mark Doten,,1,Directed
Dan Chaon,Alissa Nutting,,1,Directed
Dan Chaon,Arthur Phillips,,1,Directed
Dan Chaon,Celeste Ng,,1,Directed
Dan Chaon,David Treuer,,1,Directed
Dan Chaon,Emma Straub,Oberlin,1,Directed
Dan Chaon,Hannah Tinti,,1,Directed
Dan Chaon,Julie Orringer,,1,Directed
Dan Chaon,Karen Joy Fowler,,1,Directed
Dan Chaon,Kevin Brockmeier,,1,Directed
Dan Chaon,Laura van den Berg,,1,Directed
Dan Chaon,Marisa Silver,,1,Directed
Dan Chaon,Peter Straub,,1,Directed
Dana Spiotta,Marisa Silver,,1,Directed
Dana Spiotta,Miranda July,Graham,1,Directed
Dana Spiotta,Rachel Kushner,Graham,1,Directed
Dana Spiotta,Rene Steinke,,1,Directed
Dana Spiotta,Steve Erickson,Jackson,1,Directed
Dani Shapiro,Aimee Bender,,1,Directed
Dani Shapiro,Helen Schulman,,1,Directed
Dani Shapiro,Martha McPhee,,1,Directed
Dani Shapiro,Rene Steinke,,1,Directed
Dani Shapiro,Said Sayrafiezadeh,,1,Directed
Daniel Alarcon,Adam Mansbach,,1,Directed
Daniel Alarcon,Alejandro Zambra,,1,Directed
Daniel Alarcon,Angela Flournoy,Iowa,1,Directed
Daniel Alarcon,Cristina Henriquez,,1,Directed
Daniel Alarcon,Danielle Evans,,1,Directed
Daniel Alarcon,Justin Torres,Iowa,1,Directed
Daniel Alarcon,Rabih Alameddine,,1,Directed
Daniel Handler,Aaron Their,,1,Directed
Daniel Handler,Ayelet Waldman,,1,Directed
Daniel Handler,Benjamin Anastas,,1,Directed
Daniel Handler,Clancy Martin,,1,Directed
Daniel Handler,David Mitchell,,1,Directed
Daniel Handler,Jess Walter,,1,Directed
Daniel Handler,Michelle Tea,,1,Directed
Daniel Handler,Neil Gaiman,,1,Directed
Daniel Handler,Paul La Farge,,1,Directed
Daniel Handler,Peter Orner,,1,Directed
Daniel Handler,Stephen Dixon,,1,Directed
Daniel Handler,Tao Lin,,1,Directed
Daniel Woodrell,Chris Offutt,,1,Directed
Daniel Woodrell,Kevin Powers,,1,Directed
Daniel Woodrell,Peter Orner,Levine,1,Directed
Daniel Woodrell,Rick Bass,,1,Directed
Danielle Evans,Alice Randall,,1,Directed
Danielle Evans,Brit Bennett,,1,Directed
Danzy Senna,Chris Kraus,,1,Directed
Danzy Senna,Karen E. Bender,,1,Directed
Danzy Senna,Paul Beatty,Wylie,1,Directed
Danzy Senna,Porochista Khakpour,,1,Directed
Darcey Steinke,Joy Williams,,1,Directed
Darcey Steinke,Madison Smartt Bell,Goucher,1,Directed
Darcey Steinke,Mark Leyner,,1,Directed
Darin Strauss,Adam Mansbach,,1,Directed
Darin Strauss,David Grand,,1,Directed
Darin Strauss,Emma Donoghue,,1,Directed
Darin Strauss,Jami Attenberg,,1,Directed
Darin Strauss,Lev Grossman,,1,Directed
Darin Strauss,Lydia Millet,,1,Directed
Darin Strauss,Said Sayrafiezadeh,,1,Directed
Darin Strauss,Samantha Hunt,,1,Directed
Dave Eggers,Andrew Sean Greer,,1,Directed
Dave Eggers,Ayelet Waldman,,1,Directed
Dave Eggers,Chimamanda Adichie,,1,Directed
Dave Eggers,Chris Abani,,1,Directed
Dave Eggers,Colum McCann,,1,Directed
Dave Eggers,Curtis Sittenfeld,,1,Directed
Dave Eggers,Daniel Handler,,1,Directed
Dave Eggers,David Mitchell,,1,Directed
Dave Eggers,Deb Olin Unferth,McSweeney's,1,Directed
Dave Eggers,George Saunders,,1,Directed
Dave Eggers,Jim Shepard,,1,Directed
Dave Eggers,Mariana Enriquez,,1,Directed
Dave Eggers,Miranda July,,1,Directed
Dave Eggers,Mohsin Hamid,,1,Directed
Dave Eggers,Nathan Englander,,1,Directed
Dave Eggers,Norman Mailer,,1,Directed
Dave Eggers,Peter Orner,,1,Directed
Dave Eggers,Samantha Hunt,,1,Directed
David Bezmozgis,Nell Freudenberger,,1,Directed
David Bezmozgis,Sheila Heti,,1,Directed
David Bradley,Bob Shacochis,,1,Directed
David Bradley,Charles Johnson,,1,Directed
David Bradley,Frederick Busch,,1,Directed
David Bradley,Jane Smiley,,1,Directed
David Bradley,Mona Simpson,,1,Directed
David Bradley,Susan Straight,,1,Directed
David Foster Wallace,A.M. Homes,,1,Directed
David Foster Wallace,Antonya Nelson,Arizona,1,Directed
David Foster Wallace,Bradford Morrow,,1,Directed
David Foster Wallace,Curtis White,,1,Directed
David Foster Wallace,Dave Eggers,,1,Directed
David Foster Wallace,Joanna Scott,,1,Directed
David Foster Wallace,Jonathan Franzen,,1,Directed
David Foster Wallace,Mark Costello,,1,Directed
David Foster Wallace,Mark Leyner,,1,Directed
David Foster Wallace,Paula Fox,,1,Directed
David Gates,Dani Shapiro,,1,Directed
David Gates,Justin Taylor,,1,Directed
David Gates,Tom Wolfe,,1,Directed
David Grand,Rene Steinke,,1,Directed
David Guterson,Charles Johnson,,1,Directed
David Guterson,Rick Bass,,1,Directed
David Guterson,Sebastian Barry,,1,Directed
David Leavitt,A.M. Homes,Wylie,1,Directed
David Leavitt,Aaron Their,Florida,1,Directed
David Leavitt,John Barth,,1,Directed
David Leavitt,Meg Wolitzer,,1,Directed
David Leavitt,Michael Chabon,,1,Directed
David Leavitt,Michael Cunningham,,1,Directed
David Leavitt,Rachel Khong,,1,Directed
David Leavitt,Sarah Schulman,,1,Directed
David Markson,Frederick Exley,,1,Directed
David Markson,Gilbert Sorrentino,,1,Directed
David Means,Ben Fountain,,1,Directed
David Means,Christine Schutt,,1,Directed
David Means,Clancy Martin,FSG,1,Directed
David Mitchell,Adam Johnson,,1,Directed
David Mitchell,Gary Shteyngart,,1,Directed
David Mitchell,Geoff Dyer,,1,Directed
David Mitchell,Hari Kunzru,,1,Directed
David Mitchell,Peter Ho Davies,,1,Directed
David Shields,Antonya Nelson,,1,Directed
David Shields,Frederick Barthelme,,1,Directed
David Shields,Geoff Dyer,,1,Directed
David Shields,Jonathan Lethem,,1,Directed
David Shields,Lidia Yuknavitch,,1,Directed
David Shields,Sheila Heti,,1,Directed
Deb Olin Unferth,Diane Williams,,1,Directed
Deb Olin Unferth,Lindsay Hunter,,1,Directed
Deb Olin Unferth,Madison Smartt Bell,,1,Directed
Deb Olin Unferth,Porochista Khakpour,,1,Directed
Denis Johnson,Michael Cunningham,,1,Directed
Dennis Cooper,Blake Butler,,1,Directed
Dennis Cooper,Chuck Palahniuk,,1,Directed
Dennis Cooper,Dale Peck,,1,Directed
Dennis Cooper,Eileen Myles,,1,Directed
Dennis Cooper,Gary Indiana,,1,Directed
Dennis Cooper,Gary Lutz,,1,Directed
Dennis Cooper,Mark Doten,,1,Directed
Dennis Cooper,Patrick deWitt,,1,Directed
Dennis Lehane,Craig Nova,,1,Directed
Dennis Lehane,George Pelecanos,,1,Directed
Dennis Lehane,John Burnham Schwartz,,1,Directed
Dennis Lehane,Margot Livesey,,1,Directed
Dennis Lehane,Peter Orner,,1,Directed
Dennis Lehane,Richard Price,,1,Directed
Dennis Lehane,Stewart O'Nan,,1,Directed
Dennis Lehane,Tom Perrotta,,1,Directed
Diana Abu-Jaber,Laila Lalami,,1,Directed
Diana Abu-Jaber,Lidia Yuknavitch,,1,Directed
Diane Johnson,Ayelet Waldman,,1,Directed
Diane Johnson,Francine Prose,,1,Directed
Diane Johnson,Julian Barnes,,1,Directed
Diane Johnson,Leonard Michaels,(I),1,Directed
Diane Johnson,Lily Tuck,,1,Directed
Diane Johnson,Scott Spencer,,1,Directed
Diane Williams,Christine Schutt,NOON/Lish,1,Directed
Diane Williams,Deb Olin Unferth,NOON,1,Directed
Diane Williams,Gary Lutz,NOON/Lish,1,Directed
Dinaw Mengestu,Helen Oyeyemi,,1,Directed
Dinaw Mengestu,Karan Mahajan,,1,Directed
Dinaw Mengestu,Manuel Gonzales,Columbia/Mark,1,Directed
Dinaw Mengestu,Marlon James,,1,Directed
Dinaw Mengestu,Porochista Khakpour,,1,Directed
Don DeLillo,Colm Toibin,Graham,1,Directed
Don DeLillo,Dana Spiotta,Graham,1,Directed
Don DeLillo,Denis Johnson,,1,Directed
Don DeLillo,E.L. Doctorow,,1,Directed
Don DeLillo,Gilbert Sorrentino,,1,Directed
Don DeLillo,Gordon Lish,,1,Directed
Don DeLillo,John Banville,,1,Directed
Don DeLillo,Jonathan Franzen,,1,Directed
Don DeLillo,Joy Williams,,1,Directed
Don DeLillo,Michael Ondaatje,,1,Directed
Don DeLillo,Paul Auster,,1,Directed
Don DeLillo,Peter Matthiessen,,1,Directed
Don DeLillo,Salman Rushdie,Graham,1,Directed
Don DeLillo,Stephen Wright,,1,Directed
Donal Ryan,Sebastian Barry,,1,Directed
Donald Antrim,Ben Marcus,Brown,1,Directed
Donald Antrim,Caleb Crain,Columbia/Wylie,1,Directed
Donald Antrim,David Means,Columbia/Wylie (I),1,Directed
Donald Antrim,Donald Barthelme,,1,Directed
Donald Antrim,Rick Moody,Brown/Jackson,1,Directed
Donald Antrim,Rivka Galchen,Columbia,1,Directed
Donald Barthelme,Grace Paley,,1,Directed
Donald Barthelme,John Hawkes,,1,Directed
Donald Barthelme,Oscar Hijuelos,,1,Directed
Donald Barthelme,Padgett Powell,,1,Directed
Dorothy Allison,Amy Bloom,,1,Directed
Dorothy Allison,Ayelet Waldman,,1,Directed
Dorothy Allison,Bonnie Jo Campbell,,1,Directed
Dorothy Allison,Bret Anthony Johnston,,1,Directed
Dorothy Allison,Chris Offutt,,1,Directed
Dorothy Allison,Daniel Woodrell,,1,Directed
Dorothy Allison,Eileen Myles,,1,Directed
Dorothy Allison,Elizabeth McCracken,,1,Directed
Dorothy Allison,Jacqueline Woodson,,1,Directed
Dorothy Allison,Justin Torres,,1,Directed
Dorothy Allison,Madison Smartt Bell,,1,Directed
Dorothy Allison,Nalo Hopkinson,,1,Directed
Dorothy Allison,Stacey D'Erasmo,,1,Directed
Dorothy Allison,Tayari Jones,,1,Directed
Douglas Coupland,Hari Kunzru,Wylie,1,Directed
Douglas Coupland,Mark Leyner,,1,Directed
E.L. Doctorow,Grace Paley,,1,Directed
E.L. Doctorow,Juan Gabriel Vasquez,,1,Directed
E.L. Doctorow,Margaret Atwood,,1,Directed
Edith Pearlman,David Bezmozgis,George,1,Directed
Edith Pearlman,Karen E. Bender,,1,Directed
Edmund White,Alexander Chee,,1,Directed
Edmund White,Alison Lurie,,1,Directed
Edmund White,Chimamanda Adichie,,1,Directed
Edmund White,Colm Toibin,,1,Directed
Edmund White,David Treuer,,1,Directed
Edmund White,Edward St. Aubyn,,1,Directed
Edmund White,Fae Myenne Ng,,1,Directed
Edmund White,Gary Shteyngart,,1,Directed
Edmund White,Geoff Dyer,,1,Directed
Edmund White,Hanya Yanagihara,,1,Directed
Edmund White,James Salter,,1,Directed
Edmund White,Jeanette Winterson,,1,Directed
Edmund White,Jess Row,,1,Directed
Edmund White,John Hawkes,,1,Directed
Edmund White,Joy Williams,,1,Directed
Edmund White,Joyce Carol Oates,Princeton,1,Directed
Edmund White,Karl Ove Knausgaard,,1,Directed
Edmund White,Lynne Tillman,,1,Directed
Edmund White,Robert Coover,,1,Directed
Edmund White,Said Sayrafiezadeh,,1,Directed
Edmund White,Sam Lipsyte,,1,Directed
Edmund White,Sarah Schulman,,1,Directed
Edmund White,Sheila Kohler,,1,Directed
Edmund White,Sigrid Nunez,,1,Directed
Edmund White,Susanna Moore,,1,Directed
Edmund White,Zachary Lazar,,1,Directed
Edna O'Brien,Daniel Woodrell,,1,Directed
Edna O'Brien,Donal Ryan,,1,Directed
Edna O'Brien,James Salter,,1,Directed
Edna O'Brien,Robert Coover,,1,Directed
Edward P. Jones,Junot Diaz,,1,Directed
Edwidge Danticat,Chinelo Okparanta,,1,Directed
Edwidge Danticat,Cristina Garcia,,1,Directed
Edwidge Danticat,Danzy Senna,,1,Directed
Edwidge Danticat,Jacqueline Woodson,,1,Directed
Edwidge Danticat,James Baldwin,,1,Directed
Edwidge Danticat,Roxane Gay,,1,Directed
Edwidge Danticat,Tayari Jones,,1,Directed
Edwidge Danticat,Tiphanie Yanique,,1,Directed
Eileen Myles,Jami Attenberg,,1,Directed
Eileen Myles,Michelle Tea,Semiotext(e),1,Directed
Eimear McBride,Edna O'Brien,,1,Directed
Eimear McBride,Han Kang,,1,Directed
Eleanor Catton,Eimear McBride,,1,Directed
Elizabeth Gilbert,Anthony Doerr,,1,Directed
Elizabeth Gilbert,Darcey Steinke,Wylie,1,Directed
Elizabeth Gilbert,Darin Strauss,,1,Directed
Elizabeth Gilbert,Gary Shteyngart,,1,Directed
Elizabeth Gilbert,Helen Schulman,,1,Directed
Elizabeth Gilbert,Hilary Mantel,,1,Directed
Elizabeth Gilbert,Rene Steinke,,1,Directed
Elizabeth Gilbert,Ruth Ozeki,,1,Directed
Elizabeth Gilbert,Taiye Selasi,Wylie,1,Directed
Elizabeth McCracken,Angela Flournoy,Iowa,1,Directed
Elizabeth McCracken,Chris Offutt,Iowa,1,Directed
Elizabeth McCracken,Eimear McBride,,1,Directed
Elizabeth McCracken,Jaimy Gordon,,1,Directed
Elizabeth McCracken,Jennifer duBois,Iowa,1,Directed
Elizabeth McCracken,Karan Mahajan,Texas,1,Directed
Elizabeth McCracken,Karen E. Bender,,1,Directed
Elizabeth McCracken,Paul Harding,Iowa,1,Directed
Elizabeth McCracken,Peter Ho Davies,,1,Directed
Elizabeth McCracken,Yiyun Li,Iowa,1,Directed
Elizabeth Strout,Alice Munro,,1,Directed
Elizabeth Strout,Ayelet Waldman,,1,Directed
Elizabeth Strout,Elizabeth McKenzie,,1,Directed
Elizabeth Strout,Frederick Busch,,1,Directed
Elizabeth Strout,Heidi Julavits,,1,Directed
Elizabeth Strout,Hilma Wolitzer,,1,Directed
Elizabeth Strout,Jonathan Dee,,1,Directed
Elizabeth Strout,Jonathan Lethem,,1,Directed
Elizabeth Strout,Lan Samantha Chang,,1,Directed
Elizabeth Strout,Maile Meloy,,1,Directed
Elizabeth Strout,Myla Goldberg,,1,Directed
Elizabeth Strout,Sheila Kohler,,1,Directed
Elizabeth Strout,Stacey D'Erasmo,,1,Directed
Elizabeth Strout,Stewart O'Nan,,1,Directed
Emily Gould,Alexandra Kleeman,,1,Directed
Emily Gould,Dale Peck,,1,Directed
Emily Gould,Jami Attenberg,,1,Directed
Emily Gould,Sigrid Nunez,,1,Directed
Emily Gould,Tao Lin,,1,Directed
Emily Gould,Tony Tulathimutte,,1,Directed
Emily St. John Mandel,Garth Risk Hallberg,,1,Directed
Emily St. John Mandel,Jesse Ball,,1,Directed
Emily St. John Mandel,Kathleen Alcott,,1,Directed
Emily St. John Mandel,Patrick deWitt,,1,Directed
Emma Donoghue,Amy Bloom,,1,Directed
Emma Donoghue,Ann Patchett,,1,Directed
Emma Donoghue,Anna North,,1,Directed
Emma Donoghue,Colum McCann,,1,Directed
Emma Donoghue,Lily King,,1,Directed
Emma Straub,Amelia Gray,Ballard,1,Directed
Emma Straub,Emily St. John Mandel,,1,Directed
Emma Straub,Jacqueline Woodson,,1,Directed
Emma Straub,Kathleen Alcott,,1,Directed
Enrique Vila-Matas,Alejandro Zambra,,1,Directed
Enrique Vila-Matas,Alvaro Enrigue,,1,Directed
Enrique Vila-Matas,Valeria Luiselli,,1,Directed
Erin Morgenstern,Emily St. John Mandel,,1,Directed
Erin Morgenstern,Lauren Beukes,,1,Directed
Erin Morgenstern,Neil Gaiman,,1,Directed
Esmeralda Santiago,Cristina Henriquez,,1,Directed
Esmeralda Santiago,Edwidge Danticat,,1,Directed
Evan S. Connell,Louise Erdrich,,1,Directed
Evan S. Connell,N. Scott Momaday,Stanford,1,Directed
Fae Myenne Ng,Sigrid Nunez,Columbia,1,Directed
Francine Prose,Antonya Nelson,,1,Directed
Francine Prose,Charles Baxter,,1,Directed
Francine Prose,Edward St. Aubyn,,1,Directed
Francine Prose,Lily Tuck,,1,Directed
Francine Prose,Margot Livesey,,1,Directed
Francine Prose,Paul La Farge,,1,Directed
Francine Prose,Scott Spencer,,1,Directed
Francine Prose,Vendela Vida,,1,Directed
Francisco Goldman,Alejandro Zambra,,1,Directed
Francisco Goldman,Benjamin Anastas,,1,Directed
Francisco Goldman,Junot Diaz,,1,Directed
Francisco Goldman,Kiran Desai,,1,Directed
Francisco Goldman,Rachel Kushner,,1,Directed
Francisco Goldman,Rivka Galchen,,1,Directed
Francisco Goldman,Stacey D'Erasmo,,1,Directed
Francisco Goldman,Susan Choi,,1,Directed
Francisco Goldman,Valeria Luiselli,,1,Directed
Francisco Goldman,Zachary Lazar,,1,Directed
Frank Conroy,Charles Frazier,,1,Directed
Frank Conroy,James Salter,,1,Directed
Frederick Barthelme,Charles Yu,,1,Directed
Frederick Barthelme,Elizabeth Gilbert,,1,Directed
Frederick Barthelme,Mary Robison,Johns Hopkins,1,Directed
Frederick Barthelme,Tao Lin,,1,Directed
Frederick Barthelme,Zachary Lazar,,1,Directed
Frederick Busch,Andre Dubus,,1,Directed
Frederick Busch,Andre Dubus III,,1,Directed
Frederick Busch,Chang-rae Lee,,1,Directed
Frederick Busch,David Shields,,1,Directed
Frederick Busch,Elizabeth Strout,,1,Directed
Frederick Busch,Francine Prose,,1,Directed
Frederick Busch,Joanna Scott,,1,Directed
Frederick Busch,Lynne Sharon Schwartz,,1,Directed
Frederick Busch,Marisa Silver,,1,Directed
Frederick Busch,Paula Fox,,1,Directed
Frederick Busch,Richard Bausch,,1,Directed
Frederick Busch,Richard Powers,,1,Directed
Frederick Busch,Robert Olen Butler,,1,Directed
Frederick Busch,Rosellen Brown,(I),1,Directed
Frederick Busch,Stewart O'Nan,,1,Directed
Frederick Exley,Ann Beattie,,1,Directed
Frederick Exley,David Gates,,1,Directed
Frederick Exley,David Shields,,1,Directed
Frederick Exley,John Banville,,1,Directed
Frederick Exley,Richard Ford,,1,Directed
Frederick Exley,Tobias Wolff,,1,Directed
Gail Godwin,Hilma Wolitzer,,1,Directed
Gail Godwin,John Casey,,1,Directed
Gail Godwin,John Hawkes,,1,Directed
Gail Godwin,Josephine Humphreys,,1,Directed
Gail Godwin,Meg Wolitzer,,1,Directed
Gail Tsukiyama,Ayelet Waldman,,1,Directed
Gail Tsukiyama,Karen Joy Fowler,,1,Directed
Gail Tsukiyama,Ruth Ozeki,,1,Directed
Garth Risk Hallberg,Alvaro Enrigue,,1,Directed
Garth Risk Hallberg,Robert Coover,,1,Directed
Gary Indiana,Chris Kraus,,1,Directed
Gary Indiana,Colson Whitehead,,1,Directed
Gary Indiana,Michael Tolkin,,1,Directed
Gary Lutz,Amelia Gray,,1,Directed
Gary Lutz,Blake Butler,,1,Directed
Gary Lutz,Christine Schutt,NOON/Lish,1,Directed
Gary Lutz,Dennis Cooper,,1,Directed
Gary Lutz,Diane Williams,,1,Directed
Gary Shteyngart,A.M. Homes,,1,Directed
Gary Shteyngart,Adam Haslett,,1,Directed
Gary Shteyngart,Arthur Phillips,,1,Directed
Gary Shteyngart,Ben Fountain,,1,Directed
Gary Shteyngart,Benjamin Anastas,,1,Directed
Gary Shteyngart,Clancy Martin,,1,Directed
Gary Shteyngart,Colson Whitehead,,1,Directed
Gary Shteyngart,Darin Strauss,,1,Directed
Gary Shteyngart,David Bezmozgis,,1,Directed
Gary Shteyngart,David Grand,,1,Directed
Gary Shteyngart,David Mitchell,Ebershoff,1,Directed
Gary Shteyngart,Deb Olin Unferth,,1,Directed
Gary Shteyngart,Dinaw Mengestu,,1,Directed
Gary Shteyngart,Edmund White,,1,Directed
Gary Shteyngart,Etgar Keret,,1,Directed
Gary Shteyngart,Francine Prose,Shannon,1,Directed
Gary Shteyngart,Jennifer duBois,Ebershoff,1,Directed
Gary Shteyngart,John Wray,Columbia,1,Directed
Gary Shteyngart,Jonathan Lethem,,1,Directed
Gary Shteyngart,Joshua Ferris,,1,Directed
Gary Shteyngart,Karen Russell,Columbia,1,Directed
Gary Shteyngart,Kiran Desai,Columbia,1,Directed
Gary Shteyngart,Krys Lee,,1,Directed
Gary Shteyngart,Laila Lalami,,1,Directed
Gary Shteyngart,Laurent Binet,,1,Directed
Gary Shteyngart,Lev Grossman,,1,Directed
Gary Shteyngart,Manil Suri,,1,Directed
Gary Shteyngart,Mark Leyner,,1,Directed
Gary Shteyngart,Monica Ali,,1,Directed
Gary Shteyngart,Nathan Englander,,1,Directed
Gary Shteyngart,Nell Freudenberger,,1,Directed
Gary Shteyngart,Padgett Powell,,1,Directed
Gary Shteyngart,Patrick deWitt,,1,Directed
Gary Shteyngart,Paul La Farge,,1,Directed
Gary Shteyngart,Paul Murray,FSG,1,Directed
Gary Shteyngart,Porochista Khakpour,,1,Directed
Gary Shteyngart,Richard Price,,1,Directed
Gary Shteyngart,Sam Lipsyte,Columbia,1,Directed
Gary Shteyngart,Samantha Hunt,,1,Directed
Gary Shteyngart,Sara Novic,Columbia,1,Directed
Gary Shteyngart,Saul Bellow,,1,Directed
Gary Shteyngart,Sigrid Nunez,Columbia,1,Directed
Gary Shteyngart,Victor LaValle,Columbia,1,Directed
Gary Shteyngart,Wesley Stace,,1,Directed
Geoff Dyer,David Gates,,1,Directed
Geoff Dyer,Deb Olin Unferth,,1,Directed
Geoff Dyer,Joshua Ferris,,1,Directed
Geoff Dyer,Karan Mahajan,Wylie,1,Directed
George Pelecanos,Laura Lippman,,1,Directed
George Pelecanos,Philipp Meyer,,1,Directed
George Pelecanos,Richard Price,,1,Directed
George Pelecanos,Walter Mosley,,1,Directed
George R.R. Martin,Emily St. John Mandel,,1,Directed
George R.R. Martin,Joe Hill,,1,Directed
George R.R. Martin,Lev Grossman,,1,Directed
George R.R. Martin,Neil Gaiman,,1,Directed
George Saunders,Adam Johnson,,1,Directed
George Saunders,Arthur Phillips,,1,Directed
George Saunders,Ben Marcus,,1,Directed
George Saunders,Brian Evenson,,1,Directed
George Saunders,Chris Bachelder,,1,Directed
George Saunders,Christine Schutt,,1,Directed
George Saunders,Dana Spiotta,Syracuse,1,Directed
George Saunders,Deb Olin Unferth,Syracuse,1,Directed
George Saunders,Denis Johnson,,1,Directed
George Saunders,Donald Antrim,,1,Directed
George Saunders,E.L. Doctorow,,1,Directed
George Saunders,Etgar Keret,,1,Directed
George Saunders,Gary Lutz,,1,Directed
George Saunders,Grace Paley,,1,Directed
George Saunders,Ha Jin,,1,Directed
George Saunders,Julie Orringer,,1,Directed
George Saunders,Keith Gessen,Syracuse,1,Directed
George Saunders,Lynne Tillman,,1,Directed
George Saunders,Miranda July,,1,Directed
George Saunders,Rachel Kushner,,1,Directed
George Saunders,Salvador Plascencia,Syracuse,1,Directed
George Saunders,Stewart O'Nan,,1,Directed
George Saunders,Vendela Vida,,1,Directed
George Saunders,ZZ Packer,,1,Directed
Geraldine Brooks,Margot Livesey,,1,Directed
Geraldine Brooks,Nathan Englander,,1,Directed
Geraldine Brooks,Paulette Jiles,,1,Directed
Gilbert Sorrentino,Angela Carter,,1,Directed
Gilbert Sorrentino,Ben Marcus,,1,Directed
Gilbert Sorrentino,Curtis White,Dalkey,1,Directed
Gilbert Sorrentino,David Markson,,1,Directed
Gilbert Sorrentino,Jeffrey Eugenides,,1,Directed
Gilbert Sorrentino,Richard Powers,,1,Directed
Gillian Flynn,David Mitchell,,1,Directed
Gillian Flynn,Dennis Lehane,,1,Directed
Gillian Flynn,Kate Atkinson,,1,Directed
Gillian Flynn,Lauren Beukes,,1,Directed
Gillian Flynn,Maria Semple,,1,Directed
Gina Berriault,Richard Yates,,1,Directed
Gish Jen,Chang-rae Lee,,1,Directed
Gish Jen,Clarence Major,,1,Directed
Gish Jen,Cristina Garcia,,1,Directed
Gish Jen,Ha Jin,,1,Directed
Gish Jen,Lan Samantha Chang,Iowa,1,Directed
Gish Jen,Peter Ho Davies,,1,Directed
Gordon Lish,Diane Williams,,1,Directed
Gordon Lish,Gary Lutz,,1,Directed
Gordon Lish,Patrick McGrath,,1,Directed
Gordon Lish,Paulette Jiles,,1,Directed
Gordon Lish,Sam Lipsyte,,1,Directed
Grace Paley,Amitav Ghosh,,1,Directed
Grace Paley,Annie Proulx,,1,Directed
Grace Paley,Gina Berriault,,1,Directed
Grace Paley,Gish Jen,,1,Directed
Grace Paley,Larry Heinemann,,1,Directed
Grace Paley,Lydia Davis,,1,Directed
Grace Paley,Norman Rush,,1,Directed
Grace Paley,Stephen Dixon,,1,Directed
Grace Paley,Ursula K. Le Guin,,1,Directed
Ha Jin,Chitra Divakaruni,,1,Directed
Ha Jin,Frederick Busch,,1,Directed
Ha Jin,Peter Ho Davies,,1,Directed
Hannah Tinti,Laura van den Berg,,1,Directed
Hannah Tinti,Lauren Groff,,1,Directed
Hannah Tinti,Manuel Gonzales,,1,Directed
Hannah Tinti,Ramona Ausubel,,1,Directed
Hanya Yanagihara,Amitav Ghosh,,1,Directed
Hari Kunzru,Karl Ove Knausgaard,,1,Directed
Hari Kunzru,Katie Kitamura,,1,Directed
Hari Kunzru,Rachel Kushner,,1,Directed
Hari Kunzru,Teju Cole,Wylie,1,Directed
Harry Crews,Barry Hannah,,1,Directed
Harry Crews,Hilma Wolitzer,,1,Directed
Harry Crews,Jim Harrison,,1,Directed
Harry Crews,Larry Brown,,1,Directed
Harry Crews,Richard Price,,1,Directed
Harry Crews,Robert Olen Butler,,1,Directed
Harry Crews,Sarah Schulman,,1,Directed
Harry Crews,Tobias Wolff,,1,Directed
Heidi Julavits,Ayelet Waldman,,1,Directed
